,author,birth,death,race_eth,education,institution,birthplace,temp,country,state,city,_merge,prestigious,prestige
1217,Terry Brooks,1944,N/A,Caucasian,Undergrad ,Hamilton College,"Sterling, IL, USA","['Sterling', ' IL', ' USA']",USA,IL,Sterling,both,False,Other
1218,Martin Amis,1949,N/A,British,Undergrad ,University of Sussex,"Oxford, England, UK","['Oxford', ' England', ' UK']",United Kingdom,,Oxford,both,False,Other
1219,Sara Paretsky,1947,N/A,Caucasian,Undergrad ,University of Kansas,"Chicago, IL, USA","['Chicago', ' IL', ' USA']",USA,IL,Chicago,both,False,Other
1220,Jimmy  Buffett,1946,2023,Caucasian,Undergrad ,University of Southern Mississippi,"Pascagoula, MS, USA","['Pascagoula', ' MS', ' USA']",USA,MS,Pascagoula,both,False,Other
1221,Sue Grafton,1940,2017,American,Undergrad ,University of Louisville,"Louisville, KY, USA","['Louisville', ' KY', ' USA']",USA,KY,Louisville,both,False,Other
1222,Dominick  Dunne,1925,2017,White,Undergrad ,Princeton University,"Hartford, CT, USA","['Hartford', ' CT', ' USA']",USA,CT,Hartford,both,True,Top School
1223,Tom  Clancy,1947,2013,Irish-American,Undergrad ,Loyola College in Maryland,"Baltimore, MD, USA","['Baltimore', ' MD', ' USA']",USA,MD,Baltimore,both,False,Other
1224,Dennis McFarland,1956,N/A,American,Undergrad ,University of Massachusetts Amherst,"Pittsburgh, PA, USA","['Pittsburgh', ' PA', ' USA']",USA,PA,Pittsburgh,both,False,Other
1225,John Saul,1942,N/A,Caucasian,Undergrad ,University of California,"Oakland, CA, USA","['Oakland', ' CA', ' USA']",USA,CA,Oakland,both,False,Other
1226,de Deveraux,,None,None,None,None,,,,,,both,False,Other
1227,Kirk Douglas,1916,2020,Jewish,None,None,"Amsterdam, NY, USA","['Amsterdam', ' NY', ' USA']",USA,NY,Amsterdam,both,False,Other
1228,Alice Hoffman,1952,N/A,Caucasian,Undergrad ,Barnard College,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
1229,M. Scott Peck,1936,2005,Caucasian,Medical,Northwestern University Medical School,"Newtown, CT, USA","['Newtown', ' CT', ' USA']",USA,CT,Newtown,both,False,Other
1230,Mario Vargas Llosa,1936,N/A,Peruvian,Undergrad ,National University of San Marcos,"Arequipa, Peru","['Arequipa', ' Peru']",Peru,,Arequipa,both,False,Other
1231,Alexandra Day,,N/A,None,None,None,,,,,,both,False,Other
1232,Jan Brett,1949,N/A,Caucasian,Undergrad ,Art Institute of Boston,"Burlington, VT, USA","['Burlington', ' VT', ' USA']",USA,VT,Burlington,both,False,Other
1233,A. S. Byatt,1936,N/A,English,Graduate,University of Oxford,"Sheffield, South Yorkshire, England","['Sheffield', ' South Yorkshire', ' England']",England,,Sheffield,both,False,Other
1234,Maeve Binchy,1940,2012,Irish,Undergrad ,University College Dublin,"Dalkey, County Dublin, Ireland","['Dalkey', ' County Dublin', ' Ireland']",Ireland,,Dalkey,both,False,Other
1235,Charles Johnson,1938,N/A,African American,Graduate,University of Washington,"Pittsburgh, PA, USA","['Pittsburgh', ' PA', ' USA']",USA,PA,Pittsburgh,both,False,Other
1236,John Grisham,1955,N/A,American,Graduate,University of Mississippi,"Jackson, MS, USA","['Jackson', ' MS', ' USA']",USA,MS,Jackson,both,False,Other
1237,Josephine Hart,1945,2011,Irish,Undergrad ,University College Dublin,"Dublin, Ireland","['Dublin', ' Ireland']",Ireland,,Dublin,both,False,Other
1238,John Sandford,1944,N/A,Caucasian,Undergrad ,University of Iowa,"Cedar Rapids, IA, USA","['Cedar Rapids', ' IA', ' USA']",USA,IA,Cedar Rapids,both,False,Other
1239,Whitney Otto,1960,N/A,White,Undergrad ,University of California,,,,,,both,False,Other
1240,Anna Quindlen,1952,N/A,Caucasian,Undergrad ,Barnard College,"Philadelphia, PA, USA","['Philadelphia', ' PA', ' USA']",USA,PA,Philadelphia,both,False,Other
1241,Timothy Zahn,1951,N/A,Caucasian,Undergrad ,Northern Arizona University,"Chicago, IL, USA","['Chicago', ' IL', ' USA']",USA,IL,Chicago,both,False,Other
1242,Lilian Jackson Braun,1913,2011,White,None,None,"Huntington, WV, USA","['Huntington', ' WV', ' USA']",USA,WV,Huntington,both,False,Other
1243,Judith McNaught,1950,N/A,American,Undergrad ,University of Illinois Urbana-Champaign,"Evanston, IL, USA","['Evanston', ' IL', ' USA']",USA,IL,Evanston,both,False,Other
1244,Sandra Brown,1948,N/A,Caucasian,Undergrad ,University of Texas at Tyler,"Waco, TX, USA","['Waco', ' TX', ' USA']",USA,TX,Waco,both,False,Other
1245,Robert Jordan,1948,2007,White,Undergrad ,Brigham Young University,"William Robert Jordan was born in Charleston, South Carolina, USA.","['William Robert Jordan was born in Charleston', ' South Carolina', ' USA.']",USA,,William Robert Jordan was born in Charleston,both,False,Other
1246,Alexandra Ripley,1934,2019,Caucasian,Undergrad ,College of Charleston,"Charleston, SC, USA","['Charleston', ' SC', ' USA']",USA,SC,Charleston,both,False,Other
1247,Michael Jan Friedman,1949,N/A,Caucasian,Undergrad ,New York University,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
1248,Robert M. Pirsig,1928,2017,American,Undergrad ,University of Minnesota,"Minneapolis, MN, USA","['Minneapolis', ' MN', ' USA']",USA,MN,Minneapolis,both,False,Other
1249,Art Spiegelman,1948,N/A,American,Undergrad ,Harpur College of the State University of New York,"Stockholm, Sweden","['Stockholm', ' Sweden']",Sweden,,Stockholm,both,False,Other
1250,NO AUTHOR,,None,None,None,None,,,,,,both,False,Other
1251,Nick Bantock,1962,N/A,British,None,None,"Bristol, England, UK","['Bristol', ' England', ' UK']",United Kingdom,,Bristol,both,False,Other
1252,Nicholson Baker,1960,N/A,American,Undergrad ,Harvard University,"Portland, ME, USA","['Portland', ' ME', ' USA']",USA,ME,Portland,both,True,Top School
1253,Ed McBain,1926,2005,American,None,None,"Mansfield, OH, USA","['Mansfield', ' OH', ' USA']",USA,OH,Mansfield,both,False,Other
1254,Margaret Wander Bonanno,1940,N/A,White,None,None,"New york city, NY, USA","['New york city', ' NY', ' USA']",USA,NY,New york city,both,False,Other
1255,Ivana Trump,1949,N/A,Czech-American,Undergrad ,Charles University in Prague,"Zlin, Czech Republic","['Zlin', ' Czech Republic']",Czech Republic,,Zlin,both,False,Other
1256,Jane Smiley,1943,N/A,American,Graduate,University of Iowa,"Los Angeles, CA, USA","['Los Angeles', ' CA', ' USA']",USA,CA,Los Angeles,both,False,Other
1257,Alice McDermott,1953,N/A,Irish-American,Undergrad ,University of New Hampshire,"Brooklyn, NY, USA","['Brooklyn', ' NY', ' USA']",USA,NY,Brooklyn,both,False,Other
1258,Annie Dillard,1945,N/A,American,Undergrad ,Hollins University,"Pittsburgh, PA, USA","['Pittsburgh', ' PA', ' USA']",USA,PA,Pittsburgh,both,False,Other
1259,Terry McMillan,1951,N/A,African American,Undergrad ,University of California,"Port Huron, MI, USA","['Port Huron', ' MI', ' USA']",USA,MI,Port Huron,both,False,Other
1260,Cormac McCarthy,1933,N/A,American,None,None,"Providence, RI, USA","['Providence', ' RI', ' USA']",USA,RI,Providence,both,False,Other
1261,Robert Harris,1957,N/A,English,Undergrad ,University of Bristol,"Welwyn Garden City, Hertfordshire, England","['Welwyn Garden City', ' Hertfordshire', ' England']",England,,Welwyn Garden City,both,False,Other
1262,Peter David,1956,N/A,White,Undergrad ,University of Florida,"Perth Amboy, NJ, USA","['Perth Amboy', ' NJ', ' USA']",USA,NJ,Perth Amboy,both,False,Other
1263,Robert James Waller,1939,2017,Caucasian,Undergrad ,University of Northern Iowa,"Ely, IA, USA","['Ely', ' IA', ' USA']",USA,IA,Ely,both,False,Other
1264,Susan Sontag,1933,2004,White,Graduate,Harvard University,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,True,Top School
1265,Patricia D. Cornwell,1956,N/A,Caucasian,None,None,"Miami, FL, USA","['Miami', ' FL', ' USA']",USA,FL,Miami,both,False,Other
1266,Donna Tartt,1963,N/A,American,Undergrad ,Bennington College,"Greenwood, MS, USA","['Greenwood', ' MS', ' USA']",USA,MS,Greenwood,both,False,Other
1267,Rosellen Brown,1939,N/A,American,Graduate,University of Chicago,"Chicago, IL, USA","['Chicago', ' IL', ' USA']",USA,IL,Chicago,both,False,Top School
1268,R. A. Salvatore,1964,N/A,American,Undergrad ,Merrimack College,"Lemont, IL, USA","['Lemont', ' IL', ' USA']",USA,IL,Lemont,both,False,Other
1269,Olive Ann Burns,1911,1990,American,Undergrad ,University of North Carolina at Chapel Hill,"Cherokee, Iowa, USA","['Cherokee', ' Iowa', ' USA']",USA,IA,Cherokee,both,False,Top School
1270,Diane Carey,1949,N/A,Caucasian,Undergrad ,University of California,,,,,,both,False,Other
1271,James Gurney,1958,N/A,Caucasian,Undergrad ,University of California,"Los Angeles, CA, USA","['Los Angeles', ' CA', ' USA']",USA,CA,Los Angeles,both,False,Other
1272,Tom Hegg,1951,N/A,White,Undergrad ,University of Minnesota,,,,,,both,False,Other
1273,Dean Koontz,1945,N/A,American,None,None,"Ashland, OH, USA","['Ashland', ' OH', ' USA']",USA,OH,Ashland,both,False,Other
1274,Richard North Patterson,1947,N/A,American,Undergrad ,Ohio Wesleyan University,"Oberlin, OH, USA","['Oberlin', ' OH', ' USA']",USA,OH,Oberlin,both,False,Other
1275,James Patterson,1947,N/A,American,None,None,"Newburgh, NY, USA","['Newburgh', ' NY', ' USA']",USA,NY,Newburgh,both,False,Other
1276,Alan Lightman,1948,N/A,Caucasian,Graduate,Massachusetts Institute of Technology,"Memphis, TN, USA","['Memphis', ' TN', ' USA']",USA,TN,Memphis,both,False,Other
1277,Tad Williams,1957,N/A,American,None,None,"San Jose, CA, USA","['San Jose', ' CA', ' USA']",USA,CA,San Jose,both,False,Other
1278,Carmen Carter,1955,N/A,African American,Undergrad ,University of Southern California,,,,,,both,False,Other
1279,Laura Esquivel,1950,N/A,Mexican,Undergrad ,National Autonomous University of Mexico,"Mexico City, Mexico","['Mexico City', ' Mexico']",Mexico,,Mexico City,both,False,Other
1280,Kaye Gibbons,1960,N/A,American,Undergrad ,University of North Carolina at Chapel Hill,"Nash County, NC, USA","['Nash County', ' NC', ' USA']",USA,NC,Nash County,both,False,Top School
1281,Barbara Kingsolver,1955,N/A,American,Undergrad ,DePauw University,"Maryville, TN, USA","['Maryville', ' TN', ' USA']",USA,TN,Maryville,both,False,Other
1282,Amanda Quick,1960,N/A,Caucasian,Undergrad ,University of California,"Sandy, Oregon, USA","['Sandy', ' Oregon', ' USA']",USA,OR,Sandy,both,False,Other
1283,Julie Garwood,1944,N/A,White,Undergrad ,University of Kansas,"Kansas City, MO, USA","['Kansas City', ' MO', ' USA']",USA,MO,Kansas City,both,False,Other
1284,Michael Crichton writing as Jeffery Hudson,1942,2008,American,Medical,Harvard University,"Chicago, IL, USA","['Chicago', ' IL', ' USA']",USA,IL,Chicago,both,True,Top School
1285,Steve Martini,1946,N/A,White,Undergrad ,University of California,,,,,,both,False,Other
1286,William Gibson,1948,N/A,American-Canadian,None,None,"Conway, SC, USA","['Conway', ' SC', ' USA']",USA,SC,Conway,both,False,Other
1287,Carl Hiaasen,1953,N/A,White,Undergrad ,University of Florida,"Fort Lauderdale, FL, USA","['Fort Lauderdale', ' FL', ' USA']",USA,FL,Fort Lauderdale,both,False,Other
1288,Roger Stern,1952,N/A,Caucasian,Undergrad ,University of Miami,,,,,,both,False,Other
1289,R.A. Salvatore,1964,N/A,American,None,None,"Medford, MA, USA","['Medford', ' MA', ' USA']",USA,MA,Medford,both,False,Other
1290,Harriet Doerr,1910,2002,American,Undergrad ,Stanford University,"Paso Robles, CA, USA","['Paso Robles', ' CA', ' USA']",USA,CA,Paso Robles,both,False,Top School
1291,Peter Hoeg,1957,N/A,Danish,None,None,"Copenhagen, Denmark","['Copenhagen', ' Denmark']",Denmark,,Copenhagen,both,False,Other
1292,Phillip Margolin,1944,N/A,Caucasian,Undergrad ,University of California,"Portland, OR, USA","['Portland', ' OR', ' USA']",USA,OR,Portland,both,False,Other
1293,Peter Mayle,1939,2018,British,Undergrad ,University of Oxford,"Brighton, East Sussex, England","['Brighton', ' East Sussex', ' England']",England,,Brighton,both,False,Other
1294,Susan Hill,1942,N/A,English,None,None,"Scarborough, Yorkshire, England","['Scarborough', ' Yorkshire', ' England']",England,,Scarborough,both,False,Other
1295,Kathy Tyers,1951,N/A,Caucasian,Undergrad ,University of California,,,,,,both,False,Other
1296,W.E.B. Griffin,1929,2019,White,None,None,"Newark, NJ, USA","['Newark', ' NJ', ' USA']",USA,NJ,Newark,both,False,Other
1297,Jayne Ann Krentz,1948,N/A,Caucasian,Undergrad ,Stanford University,"Bormann, WA, USA","['Bormann', ' WA', ' USA']",USA,WA,Bormann,both,False,Top School
1298,Diana Gabaldon,1952,N/A,Caucasian,Undergrad ,Northern Arizona University,"Williams, AZ, USA","['Williams', ' AZ', ' USA']",USA,AZ,Williams,both,False,Other
1299,Roddy Doyle,1958,N/A,Irish,Undergrad ,University College Dublin,"Dublin, Ireland","['Dublin', ' Ireland']",Ireland,,Dublin,both,False,Other
1300,A.C. Crispin,1947,2018,American,Undergrad ,University of North Florida,,,,,,both,False,Other
1301,James Redfield,1950,N/A,American,Undergrad ,Auburn University,"Birmingham, AL, USA","['Birmingham', ' AL', ' USA']",USA,AL,Birmingham,both,False,Other
1302,Caleb Carr,1955,N/A,American,Undergrad ,Bard College,"Chicago, IL, USA","['Chicago', ' IL', ' USA']",USA,IL,Chicago,both,False,Other
1303,Michael Palmer,1943,2019,American,Medical,University of Miami,,,,,,both,False,Other
1304,Allan Folsom,1953,N/A,American,Undergrad ,University of California,,,,,,both,False,Other
1305,Dave Wolverton,1957,2022,Caucasian,Undergrad ,Brigham Young University,"Provo, UT, USA","['Provo', ' UT', ' USA']",USA,UT,Provo,both,False,Other
1306,James Finn Garner,1949,N/A,White,Undergrad ,University of Illinois at Chicago,"Chicago, IL, USA","['Chicago', ' IL', ' USA']",USA,IL,Chicago,both,False,Other
1307,Jane Hamilton,1957,N/A,White,Undergrad ,Carleton College,"Oak Brook, IL, USA","['Oak Brook', ' IL', ' USA']",USA,IL,Oak Brook,both,False,Other
1308,Walter Mosley,1952,N/A,African American,None,None,"Los Angeles, CA, USA","['Los Angeles', ' CA', ' USA']",USA,CA,Los Angeles,both,False,Other
1309,Elizabeth George,1949,N/A,Caucasian,Undergrad ,University of California,"Warren, Ohio, USA","['Warren', ' Ohio', ' USA']",USA,OH,Warren,both,False,Other
1310,James Lee Burke,1936,N/A,Caucasian,Undergrad ,University of Louisiana at Lafayette,"Erath, LA, USA","['Erath', ' LA', ' USA']",USA,LA,Erath,both,False,Other
1311,Marlo Morgan,1941,N/A,None,Undergrad ,University of California,,,,,,both,False,Other
1312,Patricia Cornwell,1956,N/A,Caucasian,Undergrad ,King College,"Miami, FL, USA","['Miami', ' FL', ' USA']",USA,FL,Miami,both,False,Other
1313,Bebe Moore Campbell,1950,2006,African American,Undergrad ,University of California,"Pennsylvania, USA","['Pennsylvania', ' USA']",USA,PA,Pennsylvania,both,False,Other
1314,Vonda N. McIntyre,1948,2019,American,Undergrad ,University of Washington,"Fishers Island, NY, USA","['Fishers Island', ' NY', ' USA']",USA,NY,Fishers Island,both,False,Other
1315,Don Imus,1937,2023,White,None,None,"Riverside, California, USA","['Riverside', ' California', ' USA']",USA,CA,Riverside,both,False,Other
1316,Jimmy Carter,1924,N/A,Caucasian,Undergrad ,United States Naval Academy,"Plains, GA, USA","['Plains', ' GA', ' USA']",USA,GA,Plains,both,False,Other
1317,Pete Dexter,1943,N/A,American,Undergrad ,University of Washington,"Jackson, MI, USA","['Jackson', ' MI', ' USA']",USA,MI,Jackson,both,False,Other
1318,George Dawes Green,1954,N/A,American,Undergrad ,University of Georgia,"Savannah, GA, USA","['Savannah', ' GA', ' USA']",USA,GA,Savannah,both,False,Other
1319,Jack Finney,1911,1995,American,Undergrad ,Stanford University,"Milwaukee, WI, USA","['Milwaukee', ' WI', ' USA']",USA,WI,Milwaukee,both,False,Top School
1320,Maya Angelou,1928,2014,African American,High School,George Washington University,"St. Louis, MO, USA","['St. Louis', ' MO', ' USA']",USA,MO,St. Louis,both,False,Other
1321,Stanley Pottinger,1933,N/A,White,Undergrad ,Harvard University,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,True,Top School
1322,Barbara Hambly,1940,N/A,White,Undergrad ,University of California,"Los Angeles, CA, USA","['Los Angeles', ' CA', ' USA']",USA,CA,Los Angeles,both,False,Other
1323,Patrick O'Brian,1918,2000,English,None,None,"Chalonnes-sur-Loire, France","['Chalonnes-sur-Loire', ' France']",France,,Chalonnes-sur-Loire,both,False,Other
1324,Deepak Chopra,1946,N/A,Indian,Medical,All India Institute of Medical Sciences,"New Delhi, India","['New Delhi', ' India']",India,,New Delhi,both,False,Other
1325,Winston Groom,1944,2020,Caucasian,Undergrad ,University of Alabama,"Mobile, AL, USA","['Mobile', ' AL', ' USA']",USA,AL,Mobile,both,False,Other
1326,Nicholas Evans,1950,N/A,British,Undergrad ,Oxford University,"Worcestershire, England","['Worcestershire', ' England']",England,,Worcestershire,both,False,Other
1327,Louisa May Alcott,1832,1888,American,None,None,"Germantown, Pennsylvania, USA","['Germantown', ' Pennsylvania', ' USA']",USA,PA,Germantown,both,False,Other
1328,Kevin J. Anderson,1962,N/A,Caucasian,Undergrad ,University of California,"Marshall, MI, USA","['Marshall', ' MI', ' USA']",USA,MI,Marshall,both,False,Other
1329,Richard Paul Evans,1962,N/A,Caucasian,Undergrad ,University of Phoenix,"Salt Lake City, UT, USA","['Salt Lake City', ' UT', ' USA']",USA,UT,Salt Lake City,both,False,Other
1330,Johanna Lindsey,1952,2021,American,None,None,"Billings, MT, USA","['Billings', ' MT', ' USA']",USA,MT,Billings,both,False,Other
1331,David Baldacci,1960,N/A,Caucasian,Undergrad ,Virginia Commonwealth University,"Richmond, VA, USA","['Richmond', ' VA', ' USA']",USA,VA,Richmond,both,False,Other
1332,Tami Hoag,1959,N/A,Caucasian,Undergrad ,Minnesota State University,"Crescent, IA, USA","['Crescent', ' IA', ' USA']",USA,IA,Crescent,both,False,Other
1333,E. Lynn Harris,1955,2009,African American,Undergrad ,University of Arkansas,"Little Rock, AR, USA","['Little Rock', ' AR', ' USA']",USA,AR,Little Rock,both,False,Other
1334,David Saltzman,,N/A,None,None,None,,,,,,both,False,Other
1335,Nora Roberts,1950,N/A,Irish-American,Undergrad ,Shepherd College,"Silver Spring, MD, USA","['Silver Spring', ' MD', ' USA']",USA,MD,Silver Spring,both,False,Other
1336,Steve Perry,1949,N/A,Caucasian,Undergrad ,California State University,"Hanford, CA, USA","['Hanford', ' CA', ' USA']",USA,CA,Hanford,both,False,Other
1337,John Darnton,1939,N/A,American,Undergrad ,Harvard University,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,True,Top School
1338,Jane Mendelsohn,1965,N/A,American,Undergrad ,Barnard College,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
